-8.816	46.6632	259.728	-0.217839	0.713599	0.608429	0.270438	0.759496
-5.52121	62.5277	241.123	0.266372	0.0308696	-0.337233	0.902423	0.682554


47.8244	35.4968	276.754	0.324636	-0.532867	0.722559	0.29761	0.705591
50.6745	54.437	260.922	0.847157	0.424402	0.0827237	-0.308812	0.578764


-5.5593	-7.72441	388.695	-0.357149	-0.593298	-0.013256	0.721295	0.491991
0	0	0	1	0	0	0	0.1


-32.3566	-48.0614	336.039	0.0290204	0.00705269	0.905578	-0.423126	0.789947
-30.9016	-66.7384	320.063	-0.499351	0.205457	0.365333	0.758266	0.801041


0	0	0	1	0	0	0	0.1
0	0	0	1	0	0	0	0.1


0	0	0	1	0	0	0	0.1
0	0	0	1	0	0	0	0.1


1.0045	-89.1441	338.324	0.826748	0.503584	-0.164483	-0.189306	0.80242
-10.6691	-107.761	349.889	0.522033	-0.582547	0.609318	0.129815	0.931887


34.5286	38.7153	357.255	-0.38381	0.348717	0.853665	0.0483938	0.396241
0	0	0	1	0	0	0	0.1


71.6384	21.0202	319.599	-0.435408	0.664321	-0.421408	-0.437622	0.709218
66.0412	44.2742	313.272	0.788337	0.601492	0.127781	0.0201018	0.471113


21.6858	-61.9254	341.804	0.597211	0.709488	-0.370274	0.0535014	0.678594
12.5387	-83.6025	334.652	0.79393	-0.528543	0.289574	0.080399	0.877172


37.0347	-32.4215	330.552	0.754944	0.647496	-0.0701678	0.0767137	0.588895
36.5869	-56.8565	334.111	0.585198	-0.667504	0.354744	0.293494	0.756497


68.622	-47.7804	356.292	0.437348	0.484384	-0.296314	0.69735	0.620625
0	0	0	1	0	0	0	0.1


85.9305	-35.849	301.686	0.296829	-0.427313	0.80299	-0.290694	0.723793
103.526	-41.0222	285.23	0.800695	0.0919449	-0.403087	-0.433538	0.829745


56.5009	94.7525	340.973	0.571545	-0.745571	0.050693	-0.338954	0.302034
70.3358	114.963	337.502	0.655857	0.284632	-0.587786	0.378607	0.222558


-42.2359	-37.3372	301.388	0.0458455	-0.186064	-0.366326	0.91054	0.818218
0	0	0	1	0	0	0	0.1


43.1757	-75.9373	349.815	-0.353384	-0.377806	-0.41591	0.747931	0.761024
36.6174	-97.6812	358.573	0.0752108	0.117007	0.830929	0.538712	0.815094


-10.6954	-64.0514	301.554	0.413824	0.751525	-0.353058	-0.373242	1.01046
-31.9755	-72.7434	292.27	0.826125	-0.139929	0.535683	0.104786	1.11807


-61.6085	7.00521	372.286	0.716435	0.407515	-0.558696	-0.0922588	0.554142
-83.4184	-4.65768	373.725	0.647766	-0.546732	0.468518	-0.248946	0.521993


0	0	0	1	0	0	0	0.1
0	0	0	1	0	0	0	0.1


-1.18923	-3.80529	374.305	0.72207	0.319053	-0.598308	-0.137282	0.684213
-24.7447	-11.0082	376.398	0.597261	-0.523992	0.50912	-0.33092	0.513389


10.857	49.5291	347.873	0.690894	-0.669787	0.18685	-0.197831	0.450606
23.8238	70.3849	348.262	0.663302	0.475073	-0.538237	0.211274	0.438121


120.285	-22.4062	287.637	0.150842	-0.119316	0.750818	-0.631888	0.689243
129.424	-44.8899	283.391	0.515487	-0.208214	-0.606726	-0.568158	0.861364


45.6623	36.9823	371.095	0.240181	-0.373994	0.469486	0.762906	0.333593
0	0	0	1	0	0	0	0.1


0	0	0	1	0	0	0	0.1
0	0	0	1	0	0	0	0.1


0	0	0	1	0	0	0	0.1
0	0	0	1	0	0	0	0.1


32.3548	-73.5818	354.522	-0.142889	-0.312143	-0.613969	0.710768	0.838133
25.7684	-96.7955	355.823	-0.071562	0.267415	0.69686	0.661631	0.819762


93.8553	60.0649	334.267	0.779673	-0.180561	-0.415405	-0.432372	0.467881
0	0	0	1	0	0	0	0.1


-19.3668	2.6027	287.186	0.755032	-0.60495	-0.0888123	0.236801	0.723418
-29.8877	24.2042	293.24	0.460254	0.756606	-0.208797	0.414871	0.756859


10.5383	55.6931	279.403	0.686956	-0.662195	-0.299146	0.010039	0.576565
0.136482	78.2722	277.751	0.400242	0.570383	-0.352001	0.624952	0.571901


26.114	58.5661	333.1	0.576993	-0.24008	-0.759366	0.181119	0.452681
2.46667	58.7933	326.046	-0.209921	0.576673	-0.153223	0.774535	0.573809


-60.2378	-0.649898	298.082	-0.357981	0.590174	0.516919	-0.5063	0.849191
-84.2465	-3.19382	292.689	0.210098	0.567984	0.234883	0.760318	0.811151


0	0	0	1	0	0	0	0.1
0	0	0	1	0	0	0	0.1


46.4658	-23.3358	302.393	0.486804	-0.0848575	0.800819	-0.338394	0.83174
66.9809	-34.6387	294.695	0.504609	0.235868	-0.546465	-0.62539	0.893758


27.5057	39.309	332.067	-0.0966939	-0.28821	0.799585	0.517927	0.629736
16.614	58.6987	320.909	0.677553	0.195438	0.477758	-0.523901	0.609515


71.8967	52.0409	265.385	0.844445	-0.363375	0.272544	0.283886	0.459945
0	0	0	1	0	0	0	0.1


52.5457	-5.41396	295.439	0.585663	0.138814	0.789123	-0.122534	0.752191
74.704	-13.6556	288.124	-0.329631	-0.419707	0.425148	0.731053	0.661607


12.0826	0.940378	262.902	0.445916	0.576455	0.601008	0.328098	1.01329
