89.5888	-55.8176	369.547	0.651796	0.682934	-0.329733	0.00628201	0.846622
71.0816	-96.7615	362.559	0.714158	-0.656381	0.0613024	-0.23534	1.04529


89.6102	-55.809	369.488	0.652737	0.683065	-0.327612	0.0052384	0.824381
71.0887	-96.838	362.572	0.716792	-0.653185	0.0636355	-0.235604	1.05097


89.6251	-55.8128	369.607	0.653454	0.682105	-0.328164	0.00622376	0.841771
71.09	-96.814	362.575	0.715897	-0.654227	0.0632492	-0.235538	1.04877


124.608	-30.7023	348.865	-0.0412069	0.857895	-0.353446	0.370667	0.874648
153.651	-37.7892	314.317	0.922627	-0.0466874	-0.359595	-0.131416	0.985872


124.687	-30.6097	348.73	-0.0343577	0.862597	-0.347815	0.365747	0.79758
153.659	-37.7994	314.25	0.923337	-0.0463399	-0.357936	-0.131083	0.985821


124.752	-30.5663	348.843	-0.0301231	0.864634	-0.345099	0.363878	0.800119
153.664	-37.7663	314.356	0.922512	-0.0486737	-0.36029	-0.129592	0.949908


