78.9368	51.364	253.91	0.640994	-0.758797	0.0604592	-0.0984781	0.81409
84.5259	75.0131	250.027	0.668505	0.482304	-0.4301	0.368101	0.810419


42.4405	56.1278	306.118	0.0441528	0.0931803	0.760072	0.641606	0.699661
47.4215	80.0575	301.998	-0.328951	-0.385746	-0.510464	0.694563	0.5201


4.83422	-62.2935	261.262	0.383757	0.187597	0.833297	-0.350935	1.4764
17.369	-80.3312	250.155	-0.300542	-0.136265	0.511368	0.793479	1.51452


68.5197	-68.2184	264.06	-0.0523823	0.51157	-0.119291	0.849307	1.23663
89.9531	-72.1076	275.339	-0.490968	0.423461	0.740848	-0.175427	1.28956


-16.6397	-0.443589	384.826	0.6618	0.317014	-0.308237	-0.605403	0.490446
0	0	0	1	0	0	0	0.1


-10.5462	-53.5051	313.859	0.430059	0.753142	-0.402495	-0.292957	1.03579
-30.1791	-63.5905	302.611	0.851154	-0.19656	0.482079	0.0670829	1.11855


0	0	0	1	0	0	0	0.1
0	0	0	1	0	0	0	0.1


-11.9835	6.90139	271.994	-0.270277	0.862839	0.0229705	0.426534	0.932939
5.57198	18.8756	259.073	0.714346	-0.00270794	-0.493744	0.495903	0.96936


2.55951	29.2941	323.693	0.0626903	-0.154751	0.88293	0.438812	0.732018
2.20049	49.1934	308.821	0.604521	0.298496	0.331122	-0.660161	0.637119


43.9825	-61.4357	328.59	0.780928	0.44991	0.365234	0.233102	0.860737
0	0	0	0	0.5	0	0	200


30.0588	-27.1293	323.538	0.875526	0.435599	0.204858	-0.0417208	0.782829
0	0	0	1	0	0	0	0.1


-0.502098	-45.1379	351.755	0.792808	0.266812	-0.262349	0.481083	0.881694
0	0	0	1	0	0	0	0.1


0	0	0	1	0	0	0	0.1
0	0	0	1	0	0	0	0.1


-36.3671	70.5998	269.562	-0.465623	0.636314	-0.197948	-0.582337	0.734854
-50.0881	90.9419	272.431	0.632869	0.713543	0.238564	0.18281	0.514849


94.9847	-52.8883	265.974	-0.176381	-0.184582	0.685273	-0.682071	1.21312
95.204	-77.371	265.757	0.53246	-0.521961	-0.476876	-0.465438	1.32242


29.9455	-71.254	354.225	-0.268244	-0.0249343	-0.585427	0.764656	0.845872
0	0	0	1	0	0	0	0.1


88.7918	-55.7297	304.61	0.560637	0.358383	0.746328	0.0155699	0.979215
109.832	-64.8068	295.651	-0.110622	-0.488106	0.299133	0.812425	1.18639


31.6907	-53.9583	201.864	0.441017	0.806303	0.358374	0.164161	1.87004
0	0	0	1	0	0	0	0.1


66.0352	8.39582	288.82	0.000799565	0.614828	0.357199	0.703132	0.856475
87.4036	20.5705	288.616	0.321523	-0.390022	-0.586949	0.632453	0.795077


12.461	-49.3081	266.312	0.429855	0.815595	0.328797	0.204748	1.24018
27.3824	-63.4043	252.344	0.502506	-0.468327	0.0796075	0.722372	1.43397


-6.6768	11.2099	249.624	0.197122	-0.627582	0.358971	0.662136	1.02864
-23.9004	28.9494	248.65	0.717682	0.530499	0.448741	0.0462113	0.995442


0	0	0	1	0	0	0	0.1
0	0	0	1	0	0	0	0.1


0	0	0	1	0	0	0	0.1
0	0	0	1	0	0	0	0.1


59.5957	-39.9117	313.142	0.620321	-0.668875	0.0221908	-0.409042	0.900557
73.8706	-19.8421	315.412	0.578083	0.290495	-0.674383	0.355866	0.852484


16.5072	-10.0348	305.363	0.731663	-0.0287216	0.61845	0.285244	0.814114
38.2576	-0.00915036	310.828	0.363231	0.777058	-0.165383	-0.486716	0.808392


29.9902	-77.4612	343.788	-0.150687	0.207804	-0.516427	0.816955	0.937105
0	0	0	1	0	0	0	0.1


0	0	0	1	0	0	0	0.1
0	0	0	1	0	0	0	0.1


0	0	0	1	0	0	0	0.1
0	0	0	1	0	0	0	0.1


53.4579	52.2622	261.8	-0.244943	0.867464	-0.407568	-0.146277	0.762286
52.0909	65.6031	241.036	0.949058	0.287545	-0.000867457	0.128864	0.793793


4.747	39.0618	264.585	-0.0568154	0.895796	-0.179895	0.402443	0.828254
0	0	0	1	0	0	0	0.1


90.5148	-24.4292	227.181	-0.151034	0.670474	-0.634376	0.353863	1.3454
106.929	-30.4915	209.983	0.910699	-0.0646966	-0.374516	-0.161798	1.50164


111.06	-73.5625	325.025	0.235642	0.508737	-0.32068	0.763429	1.05224
0	0	0	1	0	0	0	0.1


0	0	0	1	0	0	0	0.1
0	0	0	1	0	0	0	0.1


7.89124	20.7794	272.819	-0.0697817	0.506583	0.7618	0.3977	0.899676
15.5221	37.3162	256.06	0.00698896	-0.164305	-0.36472	0.916479	0.777661


